text,label
বয়কট করলাম বিএনপি,2
"হিন্দুরা কখনো মুসলমানদের ভাই হতে পারেনা,ধর্ম যার যার উৎসবও তার সবার তা হতে পারেনা,",2
আহারে এতো মিথ্যা কিভাবে সম্ভব,1
আমার ভাই মরল কেন আমার ভাইকে মারলি কেন জবাব দিয়ে জবাব দে,0
স্বাধীন দেশে পরাধীন জাতি আমরা আল্লাহ নিশ্চয়ই এর বিচার করবেন,0
ডাহা মিথ্যা কথা,1
সশস্ত্র যুবক নয় সশস্ত্র সন্ত্রাসী,1
ভারতের মুখে থুথু,1
প্রকাশ্য ফাঁসি চাই যাতে কেউ কোরআন শরীফ আপমান না করতে পারে প্রকাশ্য ফাঁসির মাধ্যমে কেউ আর কোরআন শরীফ আপমান করতে সাহস পাবে না,2
এদের সবাইকে গ্রেফতার করে কঠিন শাস্তি দেওয়া হোক,2
রাহি একটা মীর জাফর নোয়াখালীর কলঙ্ক,1
আজব এক ধর্ম অবমাননার অর্থ কি ?? কেউ বলবেন?? মেধাহীন জাতি তা আর একবার প্রমাণ করলো দূর্গাপুজো টাকেই ধংস করে দিল এই পশু গুলো কত পরিকল্পিত ভাবে পূজা ধংস করল ও বাড়িগুলো পুড়িয়ে দিল মানুষ পিটিয়ে মেরে ফেলল ইহাই শান্তির ধর্মের নমুনা শান্তির ধর্ম,1
আচ্ছা ইকবালের বাড়িতে এখন হামলা হচ্ছে না কেন,0
"হ্যা এত যোগ্যতা যে ভয়তে লুঙ্গি আটকাতে আটকাতে মুজিবর ভারতে পালিয়ে মাননীয়া ইন্দিরা গান্ধীর কাছে ভিক্ষা চাই , আমাদের রক্ষা করুন হে দিদি, না হলে আমাদের জঙ্গি কাঁটাবাড়া জাত ভাই আমাদের আম্মা আপ্পু বৌকে চুদে প্যাড বাদিয়ে চলে গেলো , বাঁচান আমাদের বাঁচান .... তথ্য সূত্র আল্লাহ নিপাত যাক ....",1
আল্লাহ মুসলমানদের সম্মান ও সম্ভ্রম রক্ষা করো,0
আলহামদুলিল্লাহ রোজা রেখে এই ধরনের কাজ অনেক ভাল লাগে,0
"নাউজুবিল্লাহ, আল্লাহ তুমি ঐ কাফের এর উপর গজব নাজিল করো",2
ভারতীয় শিক্ষা প্রতিষ্ঠান হচ্ছে মূর্খদের,1
ধর্ষনকারী সহ যারা ঘুরতে গেছে তাদেরও শাস্তি দেওয়া উচিত,2
"তোমরা না খেলে যদি দেশের হয়ে ১১ টা রাসেলস ভাইপার খেলতো না, তাও মনে হয় ইন্ডিয়া কে বিনাশ করে দিয়ে আসতো",0
"বোন আল্লাহ্ তোমাকে হেফাজত করুক,, দোয়া রইলো তোমার জন্য,, আর এদের কে হেদায়েত দান করুক,, এদের মধ্যে এই বুজ দান করুক,, যে সৃষ্টি কর্তা এক তার কোনো সরিক নেই,, এবং তাকেই কেই তৈরী করনি,, তিনিই পৃথিবীরর সমস্ত মাখলুকত সৃষ্টি কোরেছেন,, ওদের মধ্যে এই বুজ দান করুক যে,, মাটির তৈরী মুত্রি পুতুল কখনই ভগমান বা সৃষ্টি কর্তা হতে পারেনা,, যার কোনো প্রান নেই যিনি নিজেকে রক্ষা করতে পারেনা,, সামান্য বৃষ্টির পানিতেই ধুয়ে যায়,, আবার তাকে কিছুদিন পরে পানিতে ভাসিয়ে দেওয়া হয়,, সে কিসের ভগমান হবে,, এই ভুল ধারনা থেকে সবাই কে হেদায়েত দান করুক আমিন",0
নারীরা হিজাবের জন্য সংগ্রাম করছেতারমানে তাদেরকে জোর করে ইসলাম কোন কিছু চাপিয়ে দেয়নি মুসকান ভাইরাল হলেও তাকে কেউ চিনতে পারেনি এটাই ইসলাম,0
চোরগুলোকোন আন্দোলন হয় অন্যায়েরপ্রতিবাদ করা হয় সেখানে চোরগুলো হাজির হয় কিভাবে তোরা অন্যায় করস একদিন তাদেরও বিচার হবে সেদিন পালাবি কোথায়,1
হিন্দুদের ওই কুকুরের বাচ্চাদের হিজাব নিয়ে এত সমস্যা কেন? তোদের মা বোন উলঙ্গ করে রাখ কিন্তু আমাদের মুসলিম বোনেরা হিজাব অবশ্যই পড়বে আমার সাথে কে কে একমত?,1
কোন এক নিষিদ্ধ পল্লিতে জন্ম নেওয়া জারজ সন্তান গুলাই পুলিশের পোশাক পরে মুসলমানদের উপর অত্যাচার করতেছে,1
এক মুসকান এর আওয়াজ স্তব্ধ করতে চাওআজ দেখো ঘরে ঘরে হাজার মুসকান এর জন্ম! আল্লাহুআকবার,0
এই ঘটনা হিজাব পরিধানে আগ্রহী করবে অনেক নারী কে ধন্যবাদ মুসকান,0
সংবাদমাধ্যমের সাথে যারা জরিত আল্লাহ তাদের হেদায়াত না করলে ধ্বংস করুক,2
আমার সামনে আব্বু বসে ছিলো আর আমি ফুল সাউন্ড দিয়ে দেখতেছিলাম কিন্তু জানতাম যে এইরকম উওর দিবে,0
তবে সঠিক ব্যপারটা আপনি এঅটু বলবেন ভাই?,0
যে আমার নবিরে গালি দে তার এভাবে মারা উচিত,2
এইসব ধর্ম ব্যবসায়ীদের কুত্তার মত গুলি করে মারা উচিত,2
"তিন মাস পর এগুলো দেখছে কান্না পাচ্ছে,,আমাদের বিজয় আমাদের ফ্রিডম ফাইটার",0
ক্লাস বন্ধ করলে কাদের ক্ষতি?,0
ধর্মীয় সাধীনতা সবার অধিকার,0
অসংখ্য ধন্যবাদ আপু তোমাকে,0
কঠিন থেকে কঠিন শাস্তি চাই,2
সংবাদিক যখন ঘটনার বিস্তারিতো বলছে তখন একটা ভাসা বেবোহার করেছে এই সব গুজোব যারা রটাছে??? আমি বলছি সংবাদিকে তুমি কি মুসলিম কোথায় গুজোব এটাতো সত্য? সত্য কে গুজব বলে উড়িয়ে দিওনা আল্লাহ তাআলা সকল মিথ্যুকে কঠিন সাজা দিবেন,0
ধন্যবাদ বোন মুসকানকে মুসলিম বিশ্বকে দেখিয়ে দেওয়ার জন্য যে কেউ প্রতিবাদ করতে পারেআল্লাহু আকবার,0
"হালার পোলা রা,গ্রাম হইতে পড়া লেখা করে ও বেবসা করে দিন পর দিন ধরে লাগাতার, আবার আমাদের বাংলাদেশের পুরান ঢাকার অধিবাসী দের শান্তি ও ঢাকা দক্ষিণ সিটি কে ধংশ করে দিয়ে জায়, কুত্তা ও ছাগলের জাত রা,ভাইগা জা, তগো গ্রামে, আর,আমাদের পুরান ঢাকার অধিবাসী আমরা সবাই শান্তিতে বসবাস করতে চাই",2
আফা আস্তে বলেন সার্জারি খুলে যাবে,1
নর্থ সাউথ বিশ্ববিদ্যালয়কে ঘৃনা জানাই তাদের অনুমোদন বয়কট করা হোক,2
গু মুত্র খোর দের জন্য মন থেকে দোয়া করবো গরু জবাই করলে!,1
নোবেল তোমার পিছন দিয়ে ভরে দেওয়া হবে,2
"আগে জন্ম, পরে জন্ম এর অর্থ বুঝিস?",0
"ইসলামে কাউকে হত্তা করা মহাপাপ, তবে কাউকে যদি বুঝানোর পরেও বার বার ইসলামকে আঘাত করে তাহলে তাকে মারা উচিত ৷ ব্যাপারটা যদি এরকম হয় কেউ বল্ল আপনার মাকে খুব ভালো লাগে তার সাথে রাত কাটাতে চাই, তখন ঠিকই আপনি তাকে এলোপাথারিভাবে মারদিতেন, দেখতেন না সে বাচলো কি মরেগেলো৷ আর আল্লহ বলেন যে সব থেকে তার রাসুলকে ভালোবাসলো না সে মুমিন না৷ রাসুল, ইসলাম এটাই আমাদের কাছে সবথেকে দামি৷ এটা জানার পরও অভিজিতের মত এখনো অনেকে ইসলামকে আঘাত করে চলেছে৷ শুশিল সমাজ কি ভুমিকা রাখলো?",2
পাশের হেরে কানকটির নিচে দেওয়ার কাজ ছিলো লাফালাফি করে বেশি হেই নরসিংদী হয়লে টুকরা টুকরা করতাম এতো লাফায় কিল্লাইগা,2
জানোয়ারের বাচ্চাগুলোকি লাইভ দেখে নাই এটা গুজব হয় কেমনে,1
হাতির সাথে মশা ব্যাপারটা হাস্যকর হয়ে গেল না,0
"তোদের আল্লাহর কছম লাগে,,,যদি এই কোরানের অবমাননা রাজনৈতিক বিষয় টেনে নাউ,,,হিন্দুরা কোরান অবমাননা করছে তাই তাদের শাস্তি পেতে ই হবে",1
বউ যার যার অধিকার সবার. তাই না??জমি যার যার ফসল সাবার ধর্ম যার যার উৎসব তার তারএটাই সঠিক,1
ছাত্ররা হল ছাড়বে কেন.....নিউমার্কেট অনির্দিষ্ট কালের জন্য বন্ধ করা হোক,2
আমাদের সামনে এক মহিলা না কিনাতে তাকে মারতে গেছে দোকানদার ওদের ব্যবহার অনেক খারাপ পণ্য দেখতে গেলেও খারাপ ব্যবহার করে পছন্দ হলেও এমন ব্যবহারের জন্য কিনা হয় নাএটাও বলে না কিনলে পণ্য দেখতে আসেন কেন,0
"আপনে মনে হয়,ভাঁজা মাছটাও উল্টে খেতে জানেন না!জিন্স,টিশার্ট ও গেঞ্জি,এগুলাতো বোরকা ও হিজাবের ভেতরেই তো পরিধান করা যায়,মাথাই কি এই বুদ্ধিটাও নেই???বোরকা ও হিজাবের ভেতরের জিন্স,গাবার্ডিং,টিশার্ট যদি পরিধান করে,তাহলে বাহির থেকে তো আর দেখতে পারছে নাবোরকার ভেতরে সব পরা যাবে,বাহিরে দেখতে না পারলেও হয়েছেআরবদেশের নারিরা বোরকার ভেতরে কি পরিধান করে সেটা জানেন??আরবের নারিরা বোরকা,নিকাব ও হিজাবের ভেতরের জিন্স,শার্টপ্যান্ট ও টিশার্ট সহ সব জামা পরিধান করে",1
অাল্লাহ ভাইদে শহীদি মর্যাদা দদন করুন,0
ভিডিও তে দেখা গেল প্রথমেই নিউমার্কেটের কিছু কর্মচারী আর এক কর্মচারীকে মারপিট করছে এবং তা খুবই সংঘবদ্ধ ভাবে দেখে মনেহল এবং ভাষ্যমতে এটা তাদের নিত্যঘটনার মতই আচ্ছা এই কর্মচারিদের কাছ থেকেই অন্যরা কেমন ব্যবহার আশা করবে,0
আমি বুঝলাম না পরিমণি হাগতে গেলেও ওই খবর তোরা প্রকাশ করিসআর এই দেশে যে কোরআন অবমাননা করা হয় ওই গুলা তোর দেখিস না খানকির পোলারা,1
ঠিকই তো বিচার কি দরকার ওরা তো আর মানুষ না সুধু তোরাই মানুষ,0
অপরাধী যেই হোক শাস্তি অনিবার্য হক,2
জনসম্মুখে সর্বোচ্চ শাস্তির দাবি জানাচ্ছি,2
ভারতে মুসলিম ছাত্রীরা হিজাব পরতে না দেয়ায় স্কুল কলেজ শিক্ষা ছাড়েআর বাংলাদেশী মুসলিমরা হিজাব খোলে টিকটক করে বাংলাদেশী মেয়েদের এদের কাছ থেকে শিখার অনেক কিছুই আছে সেলুট তোমাদের হে প্রিয় বোন,0
এই আওয়ামী লীগের সন্ত্রাসী গুলো কে চরম শিক্ষা দিতে হবে,2
তুমি ভেঙ্গে পড়ো না প্রিয় আমি তো আছি তোমার পাশে আর একবার ধোঁকা দেওয়ার জন্য,0
তুই শুধু অভিনয় না নোংরামিতে ও সেরা রে,1
"কথিত ছাত্ররা কিন্তু কোন এক ব্যাবসায়ীর,দিনমজুর,চাকরীজিবীর সন্তানএইসময় এইগুলা করে ঠিক হয়নাইঈদের পরেও এর বিচার করা যাইতো",0
সব পোলাদের এমন একটা শাশুড়ি জুটুক কপালে,0
গুজব কেমনে...,0
ওর শ্বশুর এখন বিচারপতি,0
",যদি স্কুল কলেজে ধর্মিও কিছু পরিধান না করার কথা বলে তাহলে যে সকল হিন্দু মেয়েদের বিয়ে হয়েছে তারা সিঁদুর ও হাতে শাঁখা ও হিন্দু ছেলেরা হাতে রাখি ও বিপদ তারিণী সুতা ব্যবহার করে স্কুলে যেতে পারবে না এটাও ধর্মীয় পরিচয় বহন করে অনেক স্কুল কলেজে পূজ হয় এগুলোও কেনো স্কুল, কলেজে নিষিদ্ধ করছে না শুধু বরকার বেলাই চুলকানিধর্মীয় অধিকারের বিষয়ে কখনো কোন এক দেশের আভ্যন্তরীণ বিষয় হতে পারে না ধর্মীয় স্বাধীনতা সকল স্বাধীন দেশের গণতান্ত্রিক অধিকার নিজ দেশের দোষ অন্য দেশের উপর দিয়ে কোন লাভ হবে না",0
নিভিয়াছে কোরআন হাদীসের জ্ঞানবাধ্যযণ্ত্র নাচে গানে ভরপুর ইবলিশের সন্তান হারাম হালালের নয় ভেদাভেদ চাই শুধূ ভরিতে নিজের বস্তালুটেপাটে সব ধ্বংস কাপেরেরা লাগায় মুখর উপর লাতি গুতা,1
আল্লাহ আকবরআল্লাহ পাক তুমি ইন্ডিয়ার মুসলিম ভাই বোন দের রক্ষা করোআমিন,0
শুনে খুশি হলাম... একদম ঠিক আছে..,0
পাপন সালা পাগল হয়ে গেছে সবাই মিলে একে জুতা মারো,2
আল্লাহ তোদের বিচার করব,0
মাদ্রাসা ছাড়া ভারতে সকল শিক্ষা প্রতিষ্ঠানে তার নিজস্ব পোষাকেই আসতে হবে,2
এগুলো মিথ্যা নিউজনিউমার্কেটের অসত দোকানদারদেরকে পিটাওমারো মাদারচোদ ব্যবসায়ীদের,2
"দেখেছো, হিন্দুরা কোথাও নিরাপদ নয়, মুসলিমরা কত হিংস্র....ইন্ডিয়ান হিন্দুদের প্রতি নরেন্দ্র মোদী ও বিজেপি নেতাদের বক্তব্যএই ঘটনার সঠিক তদন্ত হলে 39র39 এর সংশ্লিষ্টতা মিলবে",1
স্বাধিন হচ্ছে আওমীলীর জন্য পুলিশের জন্য আর কারো জন্য নয়,0
রিপন মিয়ার পেইজ সবাই বয়কট করো,2
সশ্রদ্ধেয় সালাম জানাই ভারতের ঐ আল্লাহু আকবর ধ্বনিতে সোচ্চার প্রতিবাদী ছাত্রীর প্রতি ও মুসলিম বোরকা পরিহিত প্রতিবাদী সকল ছাত্রীদের প্রতি,0
তোরা ইসলামের চির শত্রু নাস্তিক কাফের দোদের অনেক ভোগ ভোগা লাগবে,1
ধন্যবাদ প্রধানমন্ত্রীকে,0
তীব্র নিন্দা ও প্রতিবাদ জানাই,1
আল্লাহর গজব পড়ুক এইসকল পুলিশ সদস্যদের উপর,2
"বিবিসি নিউজ কর্তৃপক্ষের কাছে প্রশ্ন , অন্যান্য টিউজ পুর্টাল যেখানে মুখে বলে বিবিসি সেখানে লিখে প্রকাশ করে কেন? আমরা যারা শিক্ষিত, তারা না হয় পড়ে নিলাম কিন্তু যারা অক্ষর জ্ঞানহীন তারা আন্তর্জাতিক মানের এই বিবিসি নিউজ শোনা থেকে বঞ্চিত হবে কেন? আশা করি উত্তর পাব",0
বিক্ষোভ না করে জদি দোষীদের দরে সাজা দিত তাহলে ঠিক হত,0
বয়ফ্রেন্ডের সাথে ঘুরতে যাইবা গুতা খাইবা না কেমনে কি,2
বিচার করারার কি দরকার,0
যারা উপস্থিত ছিলো তারা জানোয়ারকে উত্তম মধ্যম দিয়ে পুলিশে দেয়া দরকার ছিলো,2
জুতা তোদের কপাল জুটবো বেশি দিন সময় নেই রাজাকার বাচ্চারা,2
চট্টগ্রামে এক কিলোমিটার দীর্ঘ প্রতিবাদ মিছিল,0
নিরাপরাধ মানুষ হত্যা জিয়াদ নয় বরং মানবজাতিকে হত্যা করা,0
আল্লাহর গজব পড়ুক,2
আওয়ামী লীগ মুক্ত দেশ চাই বিচার চাই তাদের ও তাদের দালালদের কঠিন শাস্তি দিতে হবে,2
ওনার বাবা বুজতে পারছে জে সঠিক বিচার তিনি এই দেশে পাবেন না তাই তিনি মামলা করেন নি,0
ভালের স্বাধীন মত প্রকাশ,0
হিন্দুদের গোলামী আর কত করবি তোরা সীমার বাইরে গোলামী করতেছিস লজ্জা হওয়া উচিত তোরা নাকি মুসলমান নিরাপত্তা না দিয়ে তোরা হিন্দুদের পূজার নিরাপত্তা,1
ব্যাটা টাইপ মেয়ে হাটার স্টাইলেই বুঝা যায় বোরকার নিছে একটা শয়তান কোনো ভদ্র মেয়ে এই কাজ জীবনেও করতে পারবে না আরেক মালালা,1
যারা মারছে তাদের বিচার হোক ফোটেজ দেখে হোক,0
"কয়েকটা বিষয় জানতে চাই,তাজিকিস্তান একটি মুসলিম প্রধান দেশ সেখানে বাড়ির বাইরে প্রকাশ্যে সকল জায়গায় বোরখা, হিজাব পরা নিষেধ এমনকি দাড়ি না কেটে কোন পুরুষ পাসপোর্টের আবেদন করতে পারেন না সেখানে কোন মুসলিম দেশ প্রতিবাদ করে নি কেন ??? ভারতের একটি রাজ্যের কয়েকটি কলেজে হিজাব নিষেধ করা হয়েছে, কিন্তু মাথায় স্কার্ফ পরার সুযোগ রাখা হয়েছে সেখানে সবাই খুব সরব, কিন্তু কেন?? বাংলাদেশের আদ্বদীন মেডিকেল কলেজে ধর্ম বর্ণ নির্বিশেষে সকল ছাত্রীদেরকে মাথায় বাধ্যতামূলক হিজাব পরতে হয় এই ক্ষেত্রে কবি কেন নীরব??লজিক্যাল উত্তরদাতাদের স্বাগতম",0
সকল অভিভাবকদের রাস্তায় নামতে হবে সন্তান্দের হত্যার প্রতিশোধ নিতে,1
.তোমার ভুদার কালারের লিপ্সটিক,1
সত্তিকারের অপরাধীদের যারা শেল্টার দিবে তারা কোনো মানুষের জন্ম হতে পারে নাঅথবা একজনের জন্ম দেয়া হতে পারে না কমছে কম ৫০৬০ জনের দেয়া মিস্র জন্ম,1
শালা কাওয়া হিন্দুর দালাল,1
এই ব্যক্তির সর্বোচ্চ শাস্তি প্রদান করা হোক দ্রুত সময়ের মধ্যে,2
ফাইজলামির সিমা থাকা দরকার!! সব পাগল চোদা সাংবাদিক!!,1
ভারতীয় সরকার ও বিচার ব্যবস্থা ইসলাম বিরোধী... হিজাব কোরানের তথা আল্লাহরআইন... এটি অবশ্যই মুসলমানদের পালন করতে হবে... ইন্ডিয়ান সরকার বা আদালত কি বললো এটা মুসলমানদের দেখার বা মানার দরকার নাই....মুসলমানরা মানবে আল্লাহর আইন....,1
ভারতীয় শিক্ষা প্রতিষ্ঠান হচ্ছে মূর্খদের,1
এ দালাল মিডিয়া গুলো হচ্ছে ইসলামের শত্রু যারা সত্য প্রচার করতে পারেনা তারা হচ্ছে শয়তানের দালাল,1
তোরে মারা ও প্রতিটা মুসলিমের দায়িত্ব তুই আমার আল্লাহ ও নবিরে নিয়া গালি দিছট,2
ঢাকা কলেজ বন্ধ করে দেওয়া হউক,2
এই ছেলে বাংলাদেশের সংঘাত লাগিয়ে দিতে চায় সে কার হয়ে কাজ করছে এটাও বরে করতে হবে,1
খানকির পোলারা তোমার মার সোনা দিকে কেক গুলা ঢুকায় দিবো কিছুদিন পর অপেক্ষা কর,2
এখান থেকে আমাদের মুসলিম বোনদের শিক্ষা নেওয়া উচিত,0
"আসলে বাঙালি হুজুগে ইসলামের অপব্যাখ্যা জানে জংগী আর মুজাহিদ দুটো দুই রকম গাধা! কাউকে মেরে ফেললে সে খুনি অবশ্যই এবং বিচারপ্রাপ্য আবার ইসলামবিরোধী লেখায় কেউ যদি তাকে মেরে ফেলে সে তো মুজাহিদ না বরং জংগী, তাকে তার প্রথমে ভুল শোধরাবার সুযোগ তো দিতে হবে? মেরে ফেললে মুজাহিদ হল কোথার থেকে",0
"এখন ভারতের দাদাদের খুশি করতে নিরিহ একজনকে ধরে বলবে এ ব্যাক্তিই কোরআন রেখেছে,ওরে জিজ্ঞাসাবাদের নাম করে রিমান্ডে নিয়ে মারধর করবে আর বলবে আমরা যাদের নাম বলব কোটে গিয়ে তাহাদের নাম গুলি বলবে আর না বল্লে তকে ক্রসফায়ার করে দিব,,,",1
তার বাবা যেহেতু আল্লাহর কাছে বিচার চাইছে তার বিচার নিশ্চিত হবে ইন শা আল্লাহ,0
যে মন্দীরে কুরআন কে অপমান করা হইছে সেই মন্দীরকে ধংস্স করা হোক অনেক হিন্দু আছে যারা ইসলাম কে ভালবাসে অন্য হিন্দু রা দোষ করে নাই ওদের উপর নির্যাতন ইসলাম সর্মথন করে না,2
"যে সমস্যাটা কুমিল্লায় হয়েছে, সেটা আসলে ঢাকার জন্য একজনকে গ্রেফতার দেখাবে আমরা বাঙালীরা এই রকম নাটক দেখতে দেখতে অনেকটা অভ্যস্ত হয়ে গিয়েছি",0
"সবাই লাভ বুঝে, শিক্ষাপ্রতিষ্ঠান বন্ধ থাকলে দেশের অর্থনীতিতে কোন প্রভাব পড়বে না কিন্তু মার্কেট সুপার মার্কেট গুলো বন্ধ থাকলে দেশের অর্থনীতিতে প্রভাব পড়বে তাই মার্কেট গুলো খোলা রেখে শিক্ষাপ্রতিষ্ঠান বন্ধ করে দেয়া হচ্ছে কিন্তু দেশের মানুষ হয়তো ভুলে গেছে যে আজকে শিক্ষার্থীরাই আগামী দিনের ভবিষ্যৎ",0
উগ্র সাম্প্রদায়িক শক্তি ভারত পরিচালনা করছেন এর ধারাবাহিকতা অব্যাহত থাকলে ভারত বিভক্ত হয়ে নতুন কিছু দেশের সৃষ্টি হবে নিশ্চিত,0
"সে শাস্তি তো অনেক দেখলাম স্যার, আবরার হত্যার বিচার আজ পর্যন্ত হলো",0
ঠিক হইছে এমনটাই হওয়া উচিত একই দেশে বসবাসরত সকল ধর্মের লোকের সমান অধিকার থাকা দরকার আন্দোলন চালিয়ে যাও বোন রা,0
সেল্যুট হে প্রিয় বোন,0
হলুদকে পিটাইয়া লাল দিলে ভাল হত,2
বুয়া যোদ্দা!এগুলা সাজানো নাটক এঁদের পিটাতে হবে কোন কথা নাই,2
"মুসকান শব্দটা বেহেশতী ফুল,নুতবা পবিত্র কোন মাতৃ বৃক্ষ,যা দেখার সৌভাগ্য হলো পৃথিবীতে!সুবহানাল্লাহ,সুবহানাল্লাহ ..............সাম্য",0
সংবিধানে নারী অধিকার কত টা দিয়েছে সেটা জানেন???,0
বাপের জন্মে এত ক্লিয়ার সি সি টি ভি ফুটেজ দেখি নাই আমি ভাই আমাকে কি এই সি সি টি ভি ক্যামেরার নামটা যোগার করে দেয়া যাবে? চুথিয়া যত্তসব,1
এ সকল মিডায়াকে কি বলবো হুজুররা এতো মিটিং মিছিল করে এগুলা দেখানোর খবর নাই আওয়ামিলিগ এর দল জেখানে সেখানে তারা হাজির,0
"মুমিনের দলের খুব আশা ছিল ধরা পড়বে হরিদাস পাল, কিন্তু ধরা পড়লো ইকবাল এটাইতো হওয়ার কথা কোন হিন্দু কি নিজের উৎসব নষ্ট করার জন্য এই কাজ করে নিজের পায়ে কুড়াল মারবে? এসব মুমিন মুতলমানের কাজ ছাড়া কিভাবে সম্ভব সারা দুনিয়া জুড়ে এই নরপিশাচ মুমিনের দল এভাবেই দেশে দেশ আগুন লাগিয়ে নাকি শান্তির ধর্ম কায়েম করছে",1
এতদিন পর ঢাকা কলেজের ছাত্ররা উচিত কাজ করেছে নিউ মার্কেটের ব্যবসায়ীরা ওরা বিক্রির নামে কাস্টমারদের উপর চালায় রির্যাতন কাপড় তো দুই নাম্বার নাই কোন ব্রান্ড দেখলেই দাম বলতে হবে আর এত দাম চায় যে বসুন্ধরাও ফেল ওরা মেয়েদের উপর যৌন হয়রানি করে কথায় কথায় মেয়েদের গায়ে হাত দেয়কিছু বললে ওরা সবাই ক্ষিপ্ত হয় আমি এবং সমগ্র বাংলাদেশের সচেতন নাগরিকরা ছাত্রদের ধন্যবাদ জানাই তারা সচেতন হয়েছে,1
"নির্বাচন সালাগো হুগা দিয়ে ঠুকাই দরকার ভোট চর,,,, এই মূহুর্তে শেখ হাসিনাকে বয়কট করার দরকার,,,,,,,",2
"ভারতে যে ভাবে মুসলিমদের অত্যাচার করছে তার ১০০এর মাঝে মাত্র ১০ অত্যাচার করলে বাংলাদেশের হিন্দুরা পালিয়ে যেত ,, আমরা তা করি না কারণ ইসলাম হলো শান্তির ধর্ম এটা হিন্দুরাও যানে তারা জানে যে বাংলাদেশের কোন হিন্দু কে মুসলিরা অত্যাচার করে না তাহলে কেন ভারতে অত্যাচার করছে মুসলিমদের আরেকটা কথা ইসলাম যদি মিথ্যা ধর্ম হতো তাহলে বিধর্মীরা ইসলাম ধর্মের উপর আক্রমন করত না তারা মনে করে তাদের ধর্মই মিথ্যা কারণ সত্যকে কেউ বাঁচাইয়া রাখতে চায় না বিশেষ করে ইহুদী এবং বিধর্মীরা আমি এখানে কোন ধর্মকে ছোট করিনি ছোট করছি তাদের যারা ইসলামের শত্রু ,,,,",1
"নবি ছিলো বর্বর,ধর্শক, সমকামি মরুর ডাকাত একটা বদমাস",1
হিন্দু রা তেমরা বুজানা কারা কারা এই কাজ করে আর সরকার হিন্দু হলে বিচার করে মুছলমান হলে বিচার করে না,1
বাংলাদেশের শিক্ষা বতমানে নস্ট হয়ে যাচ্ছে,0
ভাই বোয়ালমারী নাবোয়ালখালী,0
এইসব গাদার দের কঠিন বিচার হওয়া উচিত আমার বাংলা দেশে এইরকম বিচার চাই,2
"আল্লাহ, তুমি এই পাপির বিচার কর",2
এই ঘটনার তীব্র নিন্দা জানাই,1
"এই আন্দোলনে প্রাণ গেল নাহিদের, ক্ষতি হলো স্টুডেন্ট এবং ব্যবসায়ীদের লাভ হল কার? আর কতদিন এভাবে না বুঝে আমরা চিলের পিছে কানের জন্য দৌড়াবো?",0
"মুসলিম দাবি করার কোন অধিকার নাই এদের মতো কুলংগারদের,,",1
"হে আল্লাহ তুমি এই বোনটিকে তুমি দুনিয়ায় সম্মান বাড়িয়ে দাও, এবং মৃত্যুর পর জান্নাত দান কর, তাঁর মা বাবাকে ধন্যবাদ এমন গুনী সন্তান জন্ম দেওয়ার জন্য",0
ধ্বংস হোক ঐ সকল মানুষ যারা হিজাবের বিরোধিতা করছে,2
ধন্যবাদ বোন তোমাকে কুকুর কুকুরই থেকে যাবে সে কোনদিন ভাঘ হতে পারবেনা আমরা মুসলিম আমাদের সাথে আল্লাহ আছে আর আল্লাহর সাথে কোন সক্তি পারবেনা,1
তাকে কঠিন শাস্তি দিতে হবে,2
শাহিন নটির পোলাকে ধরে ফেল,2
যেই দুই ব্যাবসায়ির কারণে এই সংঘর্ষ হইছে তাদের বিচারের আওতায় আনা হোক,0
"শালার মনুষ্যি, এত এত গজব পড়ে, তবুও মানুষ ভালো হচ্ছে না ওহ আল্লাহ গজব দিয়ে দাও",2
কত বড় নির্ভীক যোদ্ধা,0
জুতা মরো তালে তালে ওদের গালে,2
তুই আগে গিয়ে বাংলা অর্থ সহকারে পড়ে মাথা খাটা বাইনচোদ,1
একটা কমেন্ট রেখে গেলাম একজন বললো ধর্ম যার যার উৎসব সবারতারপর কাদের সাহেব বলেছেন তাদের সবাই কে শাস্তির আওতায় আনা হবেআমি এমন একটি দিন দেখবো যেদিন আল্লাহ্ আপনাদের খুব কঠিন পরিস্থিতির মধ্য আপনাদের ফেলবে শেষ জীবন টা আপনাদের হয়তোবা অনেক কষ্টে কাটবে এটা অভিশাপ না এটা হয়তোবা আল্লাহ্ বিচার করবেন আপনাদের সেই দিনটার অপেক্ষায় রইলাম কমেন্ট রেখে গেলাম,0
অবশ্যই এখানে কোন রহস্য আছে আমার মনে হয় এই বিষয়টা এভাবেই ধামাচাপা দিয়ে দিবে,0
কি বলবো হিন্দু হলো সেই ধর্মের অনুসারী যারা যাদের গরু সাধু গুলো ল্যাংটা হয়ে ঘুরে আর ওরা পুজা করে ওরা ল্যাংটা দেখতে পছন্দ করে,1
সেঠা ভাংগা নিউজ অপূর্ব আহমেদ কে অপূর্ব পাল বলে চালিয়ে দেওয়া ধর্মান্ধ জঙ্গি মিডিয়া,1
"তোরা তো আওয়ামিলীগ এর দালাল, এখন তো সব বিএনপির দোষ হবে এটা জনগণ জানে, মিডিয়া দালাল ,,",1
